date,open,high,low,close,adj_close,volume
,PEG,PEG,PEG,PEG,PEG,PEG
2020-01-02,59.119998931884766,59.150001525878906,58.470001220703125,58.709999084472656,47.889137268066406,2557800
2020-01-03,58.54999923706055,59.06999969482422,58.459999084472656,58.70000076293945,47.880977630615234,2992200
2020-01-06,58.709999084472656,58.849998474121094,58.11000061035156,58.130001068115234,47.41604232788086,3605300
2020-01-07,57.939998626708984,58.0,57.380001068115234,57.599998474121094,46.98372268676758,4094400
2020-01-08,57.709999084472656,58.09000015258789,57.66999816894531,57.959999084472656,47.27736282348633,3250900
2020-01-09,57.9900016784668,58.45000076293945,57.86000061035156,58.41999816894531,47.652591705322266,2081300
2020-01-10,58.47999954223633,58.849998474121094,58.2599983215332,58.29999923706055,47.55470657348633,1499400
2020-01-13,58.2400016784668,58.439998626708984,58.150001525878906,58.25,47.51392364501953,1484900
2020-01-14,58.2400016784668,58.40999984741211,57.9900016784668,58.380001068115234,47.619956970214844,2290500
2020-01-15,58.59000015258789,59.20000076293945,58.540000915527344,59.09000015258789,48.199100494384766,1528600
2020-01-16,59.16999816894531,59.279998779296875,58.970001220703125,59.02000045776367,48.14199447631836,2255300
2020-01-17,58.90999984741211,59.18000030517578,58.540000915527344,59.15999984741211,48.256202697753906,2976800
2020-01-21,59.130001068115234,59.619998931884766,58.84000015258789,59.54999923706055,48.574310302734375,2894600
2020-01-22,59.75,60.630001068115234,59.56999969482422,60.29999923706055,49.18608093261719,4059000
2020-01-23,60.2599983215332,61.779998779296875,60.20000076293945,61.7400016784668,50.36067581176758,3560600
2020-01-24,61.650001525878906,62.130001068115234,61.439998626708984,61.65999984741211,50.29542541503906,2549500
2020-01-27,61.66999816894531,61.86000061035156,60.29999923706055,60.41999816894531,49.283958435058594,2514600
2020-01-28,60.470001220703125,60.56999969482422,59.560001373291016,59.66999816894531,48.672203063964844,3555300
2020-01-29,59.7599983215332,60.20000076293945,59.75,60.099998474121094,49.0229377746582,1830100
2020-01-30,60.209999084472656,60.400001525878906,59.599998474121094,60.0,48.941375732421875,3091900
2020-01-31,59.790000915527344,59.9900016784668,58.84000015258789,59.20000076293945,48.2888298034668,3023100
2020-02-03,59.439998626708984,59.70000076293945,59.13999938964844,59.33000183105469,48.394874572753906,1778200
2020-02-04,59.40999984741211,59.63999938964844,58.970001220703125,59.06999969482422,48.18278884887695,1952800
2020-02-05,58.9900016784668,59.83000183105469,58.79999923706055,59.279998779296875,48.35408020019531,2582700
2020-02-06,59.33000183105469,59.599998474121094,58.209999084472656,58.33000183105469,47.579185485839844,2771100
2020-02-07,58.529998779296875,58.61000061035156,57.65999984741211,57.70000076293945,47.06528854370117,2728300
2020-02-10,57.75,58.11000061035156,57.16999816894531,57.439998626708984,46.853206634521484,2217300
