date,open,high,low,close,adj_close,volume
,PUKPF,PUKPF,PUKPF,PUKPF,PUKPF,PUKPF
2020-01-02,18.5,18.5,18.5,18.5,17.067092895507812,0
2020-01-03,18.59000015258789,18.59000015258789,18.59000015258789,18.59000015258789,17.150121688842773,1300
2020-01-06,18.59000015258789,18.59000015258789,18.59000015258789,18.59000015258789,17.150121688842773,0
2020-01-07,18.59000015258789,18.59000015258789,18.59000015258789,18.59000015258789,17.150121688842773,0
2020-01-08,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,17.620616912841797,400
2020-01-09,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,17.620616912841797,0
2020-01-10,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,17.620616912841797,0
2020-01-13,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,17.620616912841797,0
2020-01-14,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,17.620616912841797,0
2020-01-15,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,17.620616912841797,0
2020-01-16,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,17.620616912841797,0
2020-01-17,18.56999969482422,18.56999969482422,18.56999969482422,18.56999969482422,17.131668090820312,400
2020-01-21,18.56999969482422,18.56999969482422,18.56999969482422,18.56999969482422,17.131668090820312,0
2020-01-22,18.56999969482422,18.56999969482422,18.56999969482422,18.56999969482422,17.131668090820312,0
2020-01-23,18.56999969482422,18.56999969482422,18.56999969482422,18.56999969482422,17.131668090820312,0
2020-01-24,18.610000610351562,18.610000610351562,18.610000610351562,18.610000610351562,17.168575286865234,1900
2020-01-27,17.799999237060547,17.799999237060547,17.5,17.5,16.144546508789062,300
2020-01-28,17.5,17.5,17.5,17.5,16.144546508789062,0
2020-01-29,17.780000686645508,17.780000686645508,17.780000686645508,17.780000686645508,16.402856826782227,200
2020-01-30,17.780000686645508,17.780000686645508,17.780000686645508,17.780000686645508,16.402856826782227,0
2020-01-31,17.780000686645508,17.780000686645508,17.780000686645508,17.780000686645508,16.402856826782227,0
2020-02-03,17.780000686645508,17.780000686645508,17.780000686645508,17.780000686645508,16.402856826782227,0
2020-02-04,18.450000762939453,18.450000762939453,18.450000762939453,18.450000762939453,17.020965576171875,900
2020-02-05,17.610000610351562,17.610000610351562,17.610000610351562,17.610000610351562,16.246028900146484,300
2020-02-06,17.610000610351562,17.610000610351562,17.610000610351562,17.610000610351562,16.246028900146484,0
2020-02-07,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,17.03019142150879,700
2020-02-10,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,17.03019142150879,0
2020-02-11,18.799999237060547,19.149999618530273,18.799999237060547,19.149999618530273,17.666746139526367,500
2020-02-12,19.1200008392334,19.1200008392334,19.1200008392334,19.1200008392334,17.639070510864258,15000
2020-02-13,18.81999969482422,18.81999969482422,18.81999969482422,18.81999969482422,17.362306594848633,300
2020-02-14,18.860000610351562,18.860000610351562,18.860000610351562,18.860000610351562,17.39920997619629,1600
2020-02-18,18.770000457763672,18.770000457763672,18.770000457763672,18.770000457763672,17.316179275512695,100
2020-02-19,18.770000457763672,18.770000457763672,18.770000457763672,18.770000457763672,17.316179275512695,0
2020-02-20,19.139999389648438,19.43000030517578,18.8700008392334,18.8700008392334,17.408435821533203,12500
2020-02-21,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,17.90660858154297,13000
2020-02-24,18.479999542236328,19.149999618530273,18.479999542236328,19.149999618530273,17.666746139526367,3100
2020-02-25,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,17.666746139526367,0
2020-02-26,18.489999771118164,18.489999771118164,18.489999771118164,18.489999771118164,17.0578670501709,8800
2020-02-27,17.399999618530273,17.399999618530273,17.020000457763672,17.020000457763672,15.701725959777832,9000
2020-02-28,15.920000076293945,16.299999237060547,15.710000038146973,16.299999237060547,15.037491798400879,17600
2020-03-02,16.3700008392334,16.450000762939453,15.84000015258789,16.450000762939453,15.175874710083008,1700
2020-03-03,16.450000762939453,16.450000762939453,16.450000762939453,16.450000762939453,15.175874710083008,0
2020-03-04,16.510000228881836,16.649999618530273,16.510000228881836,16.649999618530273,15.360382080078125,800
2020-03-05,16.469999313354492,16.469999313354492,15.65999984741211,15.65999984741211,14.447062492370605,6000
2020-03-06,15.65999984741211,15.65999984741211,15.65999984741211,15.65999984741211,14.447062492370605,0
2020-03-09,14.960000038146973,14.960000038146973,14.960000038146973,14.960000038146973,13.801280975341797,18800
2020-03-10,14.170000076293945,14.170000076293945,14.170000076293945,14.170000076293945,13.072471618652344,2700
2020-03-11,14.170000076293945,14.170000076293945,14.170000076293945,14.170000076293945,13.072471618652344,0
2020-03-12,11.079999923706055,11.079999923706055,11.0,11.0,10.148000717163086,500
2020-03-13,11.0,11.0,11.0,11.0,10.148000717163086,0
2020-03-16,9.149999618530273,9.149999618530273,8.970000267028809,8.970000267028809,8.27523422241211,43800
2020-03-17,9.5,9.960000038146973,8.75,9.960000038146973,9.188552856445312,3100
2020-03-18,8.5600004196167,8.5600004196167,8.5600004196167,8.5600004196167,7.896989822387695,2400
2020-03-19,8.270000457763672,8.270000457763672,8.270000457763672,8.270000457763672,7.629452228546143,800
2020-03-20,9.180000305175781,9.180000305175781,9.100000381469727,9.100000381469727,8.395163536071777,1900
2020-03-23,9.350000381469727,9.350000381469727,8.949999809265137,8.949999809265137,8.256782531738281,5600
2020-03-24,10.869999885559082,10.869999885559082,10.109999656677246,10.109999656677246,9.326935768127441,4300
2020-03-25,11.600000381469727,12.25,11.600000381469727,12.25,11.30118179321289,2200
2020-03-26,13.15999984741211,13.170000076293945,13.15999984741211,13.15999984741211,12.140700340270996,600
2020-03-27,11.880000114440918,12.8100004196167,11.880000114440918,12.8100004196167,11.8178071975708,1400
2020-03-30,12.8100004196167,12.8100004196167,12.8100004196167,12.8100004196167,11.8178071975708,0
2020-03-31,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,11.43956470489502,8900
2020-04-01,11.84000015258789,11.84000015258789,11.84000015258789,11.84000015258789,10.922940254211426,9500
2020-04-02,11.739999771118164,11.739999771118164,11.739999771118164,11.739999771118164,10.83068561553955,500
2020-04-03,11.229999542236328,11.3100004196167,11.229999542236328,11.3100004196167,10.433991432189941,900
2020-04-06,13.229999542236328,13.229999542236328,12.609999656677246,12.649999618530273,11.670199394226074,1900
2020-04-07,12.649999618530273,12.649999618530273,12.649999618530273,12.649999618530273,11.670199394226074,0
2020-04-08,12.649999618530273,12.649999618530273,12.649999618530273,12.649999618530273,11.670199394226074,4900
2020-04-09,12.649999618530273,12.649999618530273,12.649999618530273,12.649999618530273,11.670199394226074,0
2020-04-13,12.479999542236328,12.479999542236328,12.479999542236328,12.479999542236328,11.513367652893066,500
2020-04-14,12.75,12.75,12.430000305175781,12.430000305175781,11.467241287231445,2400
2020-04-15,11.989999771118164,12.069999694824219,11.989999771118164,12.069999694824219,11.135125160217285,600
