date,open,high,low,close,adj_close,volume
,JJSF,JJSF,JJSF,JJSF,JJSF,JJSF
2020-01-02,185.3000030517578,185.3000030517578,181.44000244140625,181.67999267578125,161.58563232421875,89200
2020-01-03,180.88999938964844,185.1699981689453,180.88999938964844,184.91000366210938,164.45838928222656,71700
2020-01-06,184.17999267578125,185.52000427246094,183.13999938964844,185.07000732421875,164.60072326660156,70500
2020-01-07,184.39999389648438,184.6300048828125,182.47999572753906,183.02999877929688,162.78634643554688,72700
2020-01-08,182.72999572753906,183.88999938964844,181.80999755859375,182.0399932861328,161.9058380126953,118800
2020-01-09,182.77999877929688,184.47000122070312,181.6199951171875,181.83999633789062,161.7279510498047,55600
2020-01-10,181.82000732421875,184.42999267578125,181.75999450683594,183.0,162.75965881347656,81700
2020-01-13,183.4600067138672,185.2100067138672,183.33999633789062,185.1999969482422,164.71630859375,66100
2020-01-14,184.75,184.75,182.2899932861328,184.6300048828125,164.20936584472656,104000
2020-01-15,184.4199981689453,185.85000610351562,183.0500030517578,183.7100067138672,163.39117431640625,93200
2020-01-16,184.47000122070312,186.49000549316406,184.1999969482422,185.9499969482422,165.3833770751953,53800
2020-01-17,187.08999633789062,189.1699981689453,185.1999969482422,187.97000122070312,167.1799774169922,64200
2020-01-21,187.88999938964844,187.88999938964844,183.5500030517578,184.1199951171875,163.75579833984375,87800
2020-01-22,184.89999389648438,184.89999389648438,183.1300048828125,184.58999633789062,164.17381286621094,73600
2020-01-23,185.60000610351562,186.3800048828125,184.60000610351562,185.94000244140625,165.37448120117188,87000
2020-01-24,185.94000244140625,186.9199981689453,184.5500030517578,186.3800048828125,165.76583862304688,62500
2020-01-27,186.14999389648438,186.14999389648438,183.17999267578125,184.72000122070312,164.2894287109375,76600
2020-01-28,171.11000061035156,173.69000244140625,164.00999450683594,165.00999450683594,146.75938415527344,407700
2020-01-29,165.1300048828125,169.8000030517578,163.8000030517578,168.4600067138672,149.82786560058594,252500
2020-01-30,167.58999633789062,170.75999450683594,167.27000427246094,168.6999969482422,150.04127502441406,108900
2020-01-31,168.72000122070312,169.30999755859375,164.1699981689453,165.83999633789062,147.49758911132812,159600
2020-02-03,165.83999633789062,167.49000549316406,164.02000427246094,165.2100067138672,146.93731689453125,125400
2020-02-04,165.4499969482422,167.88999938964844,164.30999755859375,165.25999450683594,146.9817657470703,81700
2020-02-05,165.91000366210938,167.47000122070312,164.63999938964844,167.08999633789062,148.6093292236328,63700
2020-02-06,167.72000122070312,168.75,167.1999969482422,168.57000732421875,149.92572021484375,79400
2020-02-07,167.89999389648438,169.77000427246094,167.42999267578125,169.38999938964844,150.6549530029297,100900
2020-02-10,169.41000366210938,170.25,168.25,169.94000244140625,151.14413452148438,87900
2020-02-11,170.38999938964844,171.99000549316406,169.27000427246094,171.25,152.3092803955078,75200
2020-02-12,171.08999633789062,171.57000732421875,170.47999572753906,171.2100067138672,152.27366638183594,125300
2020-02-13,170.38999938964844,173.69000244140625,170.38999938964844,173.0500030517578,153.91017150878906,65700
2020-02-14,173.44000244140625,173.88999938964844,172.30999755859375,173.58999633789062,154.3904571533203,106200
2020-02-18,173.52999877929688,174.0,171.13999938964844,172.11000061035156,153.07412719726562,69900
2020-02-19,173.08999633789062,174.1999969482422,171.67999267578125,173.94000244140625,154.70172119140625,87300
2020-02-20,173.67999267578125,174.91000366210938,171.13999938964844,174.5800018310547,155.27093505859375,66900
2020-02-21,174.77999877929688,175.55999755859375,173.17999267578125,175.0399932861328,155.6800537109375,131400
2020-02-24,173.33999633789062,175.99000549316406,173.0,175.63999938964844,156.21371459960938,105700
2020-02-25,175.4199981689453,175.6199951171875,173.5500030517578,174.77999877929688,155.4488067626953,172100
2020-02-26,174.94000244140625,176.00999450683594,171.25,171.5800018310547,152.6027374267578,87700
2020-02-27,170.00999450683594,170.86000061035156,166.5399932861328,166.82000732421875,148.36923217773438,96300
2020-02-28,164.3300018310547,166.25,158.8699951171875,160.82000732421875,143.03277587890625,149500
2020-03-02,160.72000122070312,164.25999450683594,158.8800048828125,163.97000122070312,145.8344268798828,128900
2020-03-03,163.80999755859375,166.94000244140625,162.47999572753906,164.19000244140625,146.0301055908203,97400
2020-03-04,165.88999938964844,168.0800018310547,165.02000427246094,167.52999877929688,149.0006561279297,104400
2020-03-05,166.02999877929688,166.5399932861328,156.80999755859375,159.11000061035156,141.51197814941406,193500
2020-03-06,156.44000244140625,161.60000610351562,153.97000122070312,161.1300048828125,143.30850219726562,125600
2020-03-09,156.4600067138672,156.4600067138672,149.05999755859375,150.6300048828125,133.96990966796875,168300
2020-03-10,152.0,157.80999755859375,150.25999450683594,156.57000732421875,139.25291442871094,151800
2020-03-11,154.00999450683594,154.00999450683594,144.58999633789062,146.1999969482422,130.02984619140625,208500
2020-03-12,139.13999938964844,139.13999938964844,125.94000244140625,126.55000305175781,112.55320739746094,206600
2020-03-13,131.49000549316406,135.0500030517578,123.55999755859375,135.0,120.0685806274414,163800
2020-03-16,126.4800033569336,128.85000610351562,108.16000366210938,110.18000030517578,98.41293334960938,220000
2020-03-17,111.0,119.80999755859375,110.9800033569336,119.66999816894531,106.8894271850586,337800
2020-03-18,116.73999786376953,125.37999725341797,112.5199966430664,115.44999694824219,103.12010955810547,240700
2020-03-19,114.19999694824219,125.48999786376953,112.16000366210938,124.19000244140625,110.92670440673828,200900
2020-03-20,124.5999984741211,128.82000732421875,121.52999877929688,123.80000305175781,110.5783462524414,269900
2020-03-23,120.93000030517578,122.44999694824219,105.66999816894531,108.41999816894531,96.84089660644531,218800
2020-03-24,112.72000122070312,127.94999694824219,110.02999877929688,125.76000213623047,112.32903289794922,130500
2020-03-25,125.91999816894531,127.11000061035156,117.83000183105469,118.6500015258789,105.97836303710938,141000
2020-03-26,118.70999908447266,126.5999984741211,116.62999725341797,118.76000213623047,106.07660675048828,157100
2020-03-27,115.11000061035156,119.95999908447266,113.16999816894531,114.55999755859375,102.32514953613281,145600
2020-03-30,118.8499984741211,125.41999816894531,115.4000015258789,124.04000091552734,110.79268646240234,162400
2020-03-31,123.0,123.5199966430664,117.54000091552734,121.0,108.07736206054688,193100
2020-04-01,115.54000091552734,117.5199966430664,110.7300033569336,112.45999908447266,100.44944763183594,141300
2020-04-02,111.54000091552734,119.55999755859375,111.54000091552734,113.7300033569336,101.58380889892578,135500
2020-04-03,111.69000244140625,115.0,108.56999969482422,113.26000213623047,101.16399383544922,160300
2020-04-06,116.61000061035156,122.05000305175781,115.47000122070312,120.58999633789062,107.71115112304688,228000
2020-04-07,123.18000030517578,125.29000091552734,116.08999633789062,118.33000183105469,105.69252014160156,129100
2020-04-08,120.8499984741211,121.45999908447266,118.58000183105469,120.58999633789062,107.71115112304688,229400
2020-04-09,124.58000183105469,129.27999877929688,122.77999877929688,127.72000122070312,114.0796890258789,234200
2020-04-13,127.33999633789062,129.9600067138672,119.45999908447266,121.93000030517578,108.90805053710938,114100
2020-04-14,125.23999786376953,131.8800048828125,124.7699966430664,130.38999938964844,116.46451568603516,222200
2020-04-15,126.66000366210938,127.26000213623047,120.69000244140625,122.08000183105469,109.04203796386719,148600
2020-04-16,122.33999633789062,125.4000015258789,121.12000274658203,124.62000274658203,111.31076049804688,121300
2020-04-17,129.77999877929688,129.9600067138672,126.55000305175781,127.7300033569336,114.08863067626953,91000
2020-04-20,126.5199966430664,127.22000122070312,123.01000213623047,125.33000183105469,111.94495391845703,115300
2020-04-21,121.58000183105469,124.77999877929688,119.18000030517578,121.44999694824219,108.47931671142578,163800
2020-04-22,122.30999755859375,126.1500015258789,119.18000030517578,119.9000015258789,107.09485626220703,127900
2020-04-23,120.13999938964844,121.58999633789062,117.33000183105469,118.08999633789062,105.47814178466797,101600
2020-04-24,118.88999938964844,119.76000213623047,117.61000061035156,117.7300033569336,105.15660858154297,86300
2020-04-27,116.7300033569336,125.88999938964844,116.7300033569336,124.44999694824219,111.15892791748047,207300
2020-04-28,109.98999786376953,127.88999938964844,109.6500015258789,126.37000274658203,112.87388610839844,423100
2020-04-29,129.1999969482422,140.42999267578125,128.05999755859375,137.0800018310547,122.4400634765625,233700
2020-04-30,135.5,135.5,124.13999938964844,127.02999877929688,113.46338653564453,176400
2020-05-01,125.2300033569336,125.2300033569336,120.19000244140625,123.41000366210938,110.22998809814453,158300
2020-05-04,121.45999908447266,122.54000091552734,120.27999877929688,121.44000244140625,108.47038269042969,210200
2020-05-05,122.86000061035156,125.76000213623047,122.51000213623047,124.0999984741211,110.84629821777344,161400
2020-05-06,124.9000015258789,124.9000015258789,117.5199966430664,118.05000305175781,105.44242095947266,137000
2020-05-07,119.0999984741211,120.95999908447266,118.4000015258789,119.3499984741211,106.60358428955078,108900
2020-05-08,121.2699966430664,128.32000732421875,121.2699966430664,128.32000732421875,114.6156234741211,201900
2020-05-11,126.44000244140625,126.44000244140625,121.37999725341797,121.55000305175781,108.56865692138672,157000
2020-05-12,125.27999877929688,130.30999755859375,122.5,127.2300033569336,113.64201354980469,134800
2020-05-13,125.7300033569336,127.44000244140625,124.11000061035156,126.58000183105469,113.06143188476562,169700
2020-05-14,124.91999816894531,126.08000183105469,121.29000091552734,122.4800033569336,109.39932250976562,142800
2020-05-15,121.56999969482422,124.0,120.0199966430664,120.95999908447266,108.04164123535156,166100
2020-05-18,125.0,128.41000366210938,124.80000305175781,126.81999969482422,113.27581024169922,84100
2020-05-19,127.1500015258789,127.95999908447266,123.02999877929688,123.04000091552734,109.89952087402344,83700
2020-05-20,125.29000091552734,127.5,123.77999877929688,125.83000183105469,112.39154815673828,107700
2020-05-21,125.77999877929688,125.83000183105469,122.70999908447266,122.80000305175781,109.68513488769531,116100
2020-05-22,122.93000030517578,124.55999755859375,121.70999908447266,124.47000122070312,111.17678833007812,52300
2020-05-26,128.66000366210938,130.33999633789062,127.41999816894531,129.25999450683594,115.45521545410156,119300
2020-05-27,132.38999938964844,138.1999969482422,131.41000366210938,137.7100067138672,123.00276947021484,152900
2020-05-28,139.1699981689453,139.1699981689453,129.47000122070312,129.85000610351562,115.98223876953125,135700
2020-05-29,128.75999450683594,129.1199951171875,126.31999969482422,128.6300048828125,114.89250183105469,174100
2020-06-01,129.38999938964844,133.0399932861328,127.5,131.11000061035156,117.10765075683594,97200
