date,open,high,low,close,adj_close,volume
,MAN,MAN,MAN,MAN,MAN,MAN
2020-01-02,98.12000274658203,98.12000274658203,96.72000122070312,97.95999908447266,79.33918762207031,188500
2020-01-03,96.5,97.51000213623047,95.95999908447266,97.33000183105469,78.82894897460938,191100
2020-01-06,96.69000244140625,96.97000122070312,95.93000030517578,96.81999969482422,78.41588592529297,250100
2020-01-07,96.5,97.1500015258789,96.05999755859375,96.3499984741211,78.03522491455078,254200
2020-01-08,96.51000213623047,97.33999633789062,96.36000061035156,96.8499984741211,78.440185546875,321200
2020-01-09,97.44000244140625,98.7300033569336,96.44999694824219,98.4800033569336,79.7603530883789,463300
2020-01-10,98.51000213623047,98.61000061035156,97.06999969482422,97.79000091552734,79.20149993896484,268600
2020-01-13,97.91999816894531,97.91999816894531,96.69000244140625,97.16999816894531,78.6993408203125,343800
2020-01-14,99.0,100.98999786376953,97.97000122070312,99.13999938964844,80.29488372802734,695400
2020-01-15,99.04000091552734,100.8499984741211,98.77999877929688,99.2699966430664,80.40018463134766,594000
2020-01-16,100.05000305175781,100.5,98.91000366210938,99.11000061035156,80.27057647705078,511500
2020-01-17,99.55999755859375,99.83999633789062,98.37000274658203,98.76000213623047,79.98712158203125,266100
2020-01-21,98.4000015258789,98.76000213623047,96.56999969482422,96.91999816894531,78.49687957763672,480300
2020-01-22,97.5199966430664,98.13999938964844,96.36000061035156,96.72000122070312,78.33490753173828,744100
2020-01-23,96.19999694824219,96.70999908447266,95.0199966430664,96.37000274658203,78.05144500732422,489700
2020-01-24,96.62000274658203,96.9800033569336,94.31999969482422,95.25,77.14432525634766,531000
2020-01-27,93.43000030517578,94.55999755859375,92.94000244140625,93.58000183105469,75.7917709350586,322900
2020-01-28,93.94000244140625,95.12000274658203,93.41000366210938,94.30000305175781,76.3749008178711,412800
2020-01-29,94.37000274658203,94.6500015258789,93.2699966430664,93.3499984741211,75.60549926757812,515000
2020-01-30,92.79000091552734,94.19000244140625,92.33999633789062,93.93000030517578,76.07523345947266,585100
2020-01-31,97.4800033569336,99.72000122070312,91.11000061035156,91.48999786376953,74.09905242919922,925100
2020-02-03,91.91000366210938,93.98999786376953,91.79000091552734,92.5,74.91705322265625,708800
2020-02-04,94.02999877929688,94.91999816894531,93.38999938964844,94.16000366210938,76.26152038574219,444700
2020-02-05,95.08999633789062,97.9000015258789,95.01000213623047,97.51000213623047,78.9747314453125,388800
2020-02-06,97.63999938964844,97.69999694824219,94.02999877929688,94.08999633789062,76.20482635498047,520000
2020-02-07,93.38999938964844,94.05000305175781,92.76000213623047,92.79000091552734,75.15193939208984,265900
2020-02-10,92.3499984741211,92.73999786376953,91.2300033569336,91.8499984741211,74.390625,403300
2020-02-11,92.20999908447266,93.5,91.93000030517578,92.70999908447266,75.0871353149414,365400
2020-02-12,93.30999755859375,93.73999786376953,92.58999633789062,93.30000305175781,75.56501007080078,362800
2020-02-13,92.7699966430664,93.5199966430664,92.2300033569336,93.0,75.32201385498047,367700
2020-02-14,93.12999725341797,93.29000091552734,91.83000183105469,92.69999694824219,75.07904815673828,310300
2020-02-18,92.20999908447266,92.77999877929688,91.0199966430664,91.33000183105469,73.9694595336914,289400
2020-02-19,91.56999969482422,93.08000183105469,91.56999969482422,92.54000091552734,74.949462890625,299800
2020-02-20,91.94999694824219,93.68000030517578,91.94999694824219,92.37999725341797,74.81986236572266,271600
2020-02-21,91.79000091552734,92.25,91.26000213623047,91.83000183105469,74.37442016601562,371900
2020-02-24,88.66000366210938,89.5,86.91000366210938,87.20999908447266,70.63262176513672,611400
2020-02-25,87.3499984741211,87.83999633789062,81.6500015258789,81.93000030517578,66.35626983642578,579100
2020-02-26,82.48999786376953,82.73999786376953,78.79000091552734,78.83999633789062,63.853614807128906,581000
2020-02-27,76.8499984741211,79.80000305175781,75.27999877929688,76.22000122070312,61.73166275024414,683500
2020-02-28,73.6500015258789,75.98999786376953,73.47000122070312,75.94000244140625,61.504878997802734,975100
2020-03-02,76.30999755859375,76.62999725341797,73.0,76.54000091552734,61.990821838378906,875100
2020-03-03,76.2300033569336,77.9800033569336,72.11000061035156,73.06999969482422,59.18043518066406,475700
2020-03-04,74.43000030517578,76.04000091552734,73.43000030517578,76.02999877929688,61.5777702331543,594800
2020-03-05,73.79000091552734,73.79000091552734,70.51000213623047,71.41999816894531,57.84407043457031,679200
2020-03-06,68.66999816894531,73.29000091552734,68.47000122070312,72.91999816894531,59.05894470214844,1168800
2020-03-09,67.8499984741211,69.4000015258789,66.20999908447266,67.51000213623047,54.67730712890625,1236700
2020-03-10,69.98999786376953,73.19000244140625,68.55000305175781,72.66000366210938,58.848358154296875,1483500
2020-03-11,70.66000366210938,70.83999633789062,67.48999786376953,68.75,55.68159484863281,1283500
2020-03-12,64.06999969482422,67.63999938964844,63.06999969482422,63.95000076293945,51.79400634765625,1275400
2020-03-13,67.30999755859375,75.25,66.5999984741211,75.08000183105469,60.808349609375,1314600
2020-03-16,66.29000091552734,73.30999755859375,66.29000091552734,70.51000213623047,57.107051849365234,1191400
2020-03-17,71.73999786376953,76.94000244140625,71.5,76.0199966430664,61.569664001464844,1273700
2020-03-18,70.98999786376953,75.86000061035156,68.02999877929688,70.62999725341797,57.2042350769043,1131500
2020-03-19,69.0,71.80000305175781,61.06999969482422,62.119998931884766,50.311866760253906,1154100
2020-03-20,62.13999938964844,62.880001068115234,52.540000915527344,54.380001068115234,44.043128967285156,980200
2020-03-23,53.720001220703125,54.81999969482422,49.56999969482422,51.66999816894531,41.8482666015625,811400
2020-03-24,53.66999816894531,56.66999816894531,52.66999816894531,55.70000076293945,45.112220764160156,782900
2020-03-25,55.7599983215332,60.7599983215332,53.900001525878906,57.630001068115234,46.675350189208984,777100
2020-03-26,57.970001220703125,58.40999984741211,55.16999816894531,57.22999954223633,46.35139465332031,665300
2020-03-27,55.0,55.75,52.41999816894531,53.0,42.925453186035156,576900
2020-03-30,52.93000030517578,55.630001068115234,52.119998931884766,55.18000030517578,44.691062927246094,559100
2020-03-31,55.150001525878906,56.150001525878906,52.83000183105469,52.9900016784668,42.91735076904297,850900
2020-04-01,50.91999816894531,55.779998779296875,50.61000061035156,54.900001525878906,44.464290618896484,826800
2020-04-02,54.0099983215332,56.81999969482422,53.58000183105469,55.630001068115234,45.05552291870117,588700
2020-04-03,55.68000030517578,59.52000045776367,54.279998779296875,55.36000061035156,44.83685302734375,534800
2020-04-06,57.13999938964844,59.060001373291016,56.790000915527344,58.75,47.58245849609375,597400
2020-04-07,60.970001220703125,62.20000076293945,58.86000061035156,59.09000015258789,47.857826232910156,549600
2020-04-08,60.45000076293945,61.720001220703125,58.65999984741211,60.939998626708984,49.35616683959961,514500
2020-04-09,61.84000015258789,63.209999084472656,60.86000061035156,61.79999923706055,50.05269241333008,659600
2020-04-13,61.16999816894531,61.20000076293945,58.189998626708984,59.290000915527344,48.01980209350586,396300
2020-04-14,60.369998931884766,61.0,59.380001068115234,60.43000030517578,48.943111419677734,601100
2020-04-15,59.02000045776367,59.380001068115234,56.65999984741211,58.459999084472656,47.34757995605469,552400
2020-04-16,58.880001068115234,60.06999969482422,56.81999969482422,59.91999816894531,48.53006362915039,803200
2020-04-17,61.61000061035156,64.27999877929688,61.61000061035156,63.7400016784668,51.62392807006836,647700
2020-04-20,62.36000061035156,63.650001525878906,61.650001525878906,61.91999816894531,50.14987564086914,796200
2020-04-21,60.189998626708984,67.55000305175781,59.56999969482422,66.6500015258789,53.98078536987305,886600
2020-04-22,68.16000366210938,68.30000305175781,66.05000305175781,66.87999725341797,54.167057037353516,894000
2020-04-23,67.31999969482422,69.83999633789062,67.31999969482422,68.75,55.68159484863281,698400
2020-04-24,69.2699966430664,70.08999633789062,67.62000274658203,68.75,55.68159484863281,638700
2020-04-27,69.31999969482422,73.30000305175781,69.31999969482422,72.91999816894531,59.05894470214844,592100
2020-04-28,74.0199966430664,75.69999694824219,72.05999755859375,72.13999938964844,58.42720413208008,724900
2020-04-29,74.12999725341797,76.87999725341797,73.02999877929688,76.56999969482422,62.01511764526367,686600
2020-04-30,75.19000244140625,75.61000061035156,73.81999969482422,74.23999786376953,60.12801742553711,560500
2020-05-01,72.80999755859375,72.91000366210938,69.68000030517578,70.4000015258789,57.01795959472656,428100
2020-05-04,69.81999969482422,70.70999908447266,69.08000183105469,69.5199966430664,56.30522918701172,462600
2020-05-05,70.54000091552734,71.4000015258789,69.44000244140625,69.45999908447266,56.25663375854492,421600
2020-05-06,69.9000015258789,70.75,66.88999938964844,67.08000183105469,54.329044342041016,565000
2020-05-07,68.11000061035156,69.62000274658203,68.11000061035156,68.38999938964844,55.39002990722656,436100
2020-05-08,69.58999633789062,71.91000366210938,69.06999969482422,71.83999633789062,58.184234619140625,417100
2020-05-11,70.77999877929688,70.77999877929688,69.29000091552734,69.63999938964844,56.40241622924805,593100
2020-05-12,70.22000122070312,70.41999816894531,66.66999816894531,66.66999816894531,53.996971130371094,584000
2020-05-13,66.0,66.83000183105469,62.790000915527344,63.66999816894531,51.56723403930664,995300
2020-05-14,62.63999938964844,64.95999908447266,61.119998931884766,64.9000015258789,52.56343078613281,358500
2020-05-15,64.26000213623047,64.94999694824219,63.33000183105469,64.75,52.44194793701172,550900
2020-05-18,67.44999694824219,71.61000061035156,67.30999755859375,71.08000183105469,57.568702697753906,591100
2020-05-19,70.36000061035156,71.30000305175781,68.80000305175781,68.80000305175781,55.72209930419922,447200
2020-05-20,70.27999877929688,71.45999908447266,69.88999938964844,70.69000244140625,57.25284194946289,490600
2020-05-21,71.19000244140625,73.4000015258789,71.19000244140625,71.54000091552734,57.94125747680664,716900
2020-05-22,71.45999908447266,72.16000366210938,70.2699966430664,70.66000366210938,57.22853469848633,600700
2020-05-26,72.9000015258789,75.5,72.52999877929688,74.04000091552734,59.96604537963867,708900
2020-05-27,76.16000366210938,77.33000183105469,74.05000305175781,75.02999877929688,60.76784896850586,633700
