date,open,high,low,close,adj_close,volume
,MCO,MCO,MCO,MCO,MCO,MCO
2020-01-02,238.67999267578125,241.72999572753906,238.00999450683594,241.72000122070312,229.92620849609375,869700
2020-01-03,238.82000732421875,241.61000061035156,238.55999755859375,241.1199951171875,229.35552978515625,475800
2020-01-06,239.6699981689453,241.9499969482422,239.24000549316406,241.8699951171875,230.06887817382812,714900
2020-01-07,242.5800018310547,245.2100067138672,240.80999755859375,241.0,229.24136352539062,743700
2020-01-08,242.0500030517578,247.24000549316406,242.0500030517578,245.6199951171875,233.63592529296875,887200
2020-01-09,246.57000732421875,249.42999267578125,246.4199981689453,248.85000610351562,236.7083740234375,811100
2020-01-10,250.0,250.77000427246094,247.0399932861328,248.02999877929688,235.9284210205078,594300
2020-01-13,248.1699981689453,251.52000427246094,248.1699981689453,251.49000549316406,239.21957397460938,707000
2020-01-14,251.2899932861328,252.11000061035156,249.22999572753906,249.42999267578125,237.26004028320312,551800
2020-01-15,249.30999755859375,254.64999389648438,248.85000610351562,253.02999877929688,240.68441772460938,856700
2020-01-16,254.9499969482422,256.2200012207031,254.1699981689453,256.04998779296875,243.5570526123047,603200
2020-01-17,257.6199951171875,258.2699890136719,255.77000427246094,257.6300048828125,245.05996704101562,830400
2020-01-21,256.8399963378906,258.1099853515625,255.77000427246094,256.3399963378906,243.83291625976562,911000
2020-01-22,258.1000061035156,258.489990234375,256.4800109863281,257.4700012207031,244.90780639648438,596600
2020-01-23,256.45001220703125,258.510009765625,255.35000610351562,257.0899963378906,244.54632568359375,810000
2020-01-24,257.94000244140625,258.8900146484375,254.3800048828125,255.6199951171875,243.14805603027344,495600
2020-01-27,253.32000732421875,256.19000244140625,252.0,255.1199951171875,242.6724395751953,707400
2020-01-28,256.30999755859375,260.489990234375,255.61000061035156,260.19000244140625,247.4950408935547,781100
2020-01-29,260.5,262.9599914550781,259.6199951171875,260.6700134277344,247.95162963867188,441800
2020-01-30,259.8800048828125,263.8900146484375,258.7699890136719,263.80999755859375,250.93844604492188,563500
2020-01-31,261.67999267578125,263.80999755859375,256.1300048828125,256.7900085449219,244.26097106933594,827800
2020-02-03,258.2200012207031,261.5199890136719,258.2200012207031,261.010009765625,248.27508544921875,748200
2020-02-04,265.6000061035156,269.2699890136719,264.7200012207031,266.8599853515625,253.83970642089844,742100
2020-02-05,269.25,269.29998779296875,261.8399963378906,264.3399963378906,251.44256591796875,715200
2020-02-06,266.4200134277344,269.92999267578125,266.2099914550781,268.010009765625,254.9335174560547,806900
2020-02-07,268.010009765625,269.19000244140625,265.8500061035156,267.5,254.4483642578125,647800
2020-02-10,266.95001220703125,268.7300109863281,266.30999755859375,268.42999267578125,255.3330078125,729300
2020-02-11,269.7900085449219,272.94000244140625,268.7200012207031,270.989990234375,257.76812744140625,946300
2020-02-12,272.0,276.989990234375,262.4599914550781,273.4100036621094,260.0699768066406,981300
2020-02-13,273.1300048828125,274.4100036621094,268.0400085449219,272.7699890136719,259.4612731933594,910900
2020-02-14,273.3800048828125,278.0,273.0,277.8299865722656,264.2743835449219,931900
2020-02-18,277.7200012207031,280.79998779296875,273.9200134277344,280.67999267578125,266.9853515625,771100
2020-02-19,282.1199951171875,287.25,281.9599914550781,285.30999755859375,271.389404296875,986300
2020-02-20,284.6400146484375,285.6099853515625,275.2200012207031,278.8699951171875,265.2637023925781,1000900
2020-02-21,276.8299865722656,276.8299865722656,269.1099853515625,271.8299865722656,258.567138671875,961400
2020-02-24,264.29998779296875,268.6499938964844,263.6000061035156,266.260009765625,253.79183959960938,990000
2020-02-25,268.0,269.45001220703125,258.7099914550781,260.0299987792969,247.85345458984375,1090700
2020-02-26,260.5199890136719,267.4599914550781,260.4599914550781,261.010009765625,248.78761291503906,951300
2020-02-27,256.8399963378906,256.8399963378906,243.89999389648438,244.07000732421875,232.6408233642578,1993700
2020-02-28,236.66000366210938,241.66000366210938,232.05999755859375,240.02999877929688,228.79002380371094,1987700
2020-03-02,245.91000366210938,259.7799987792969,242.6199951171875,259.5199890136719,247.36737060546875,1526000
2020-03-03,258.2300109863281,263.2900085449219,249.49000549316406,252.8699951171875,241.02874755859375,1734900
2020-03-04,257.1600036621094,270.3500061035156,255.6699981689453,269.5799865722656,256.95623779296875,1221400
2020-03-05,260.260009765625,264.7200012207031,248.77999877929688,252.61000061035156,240.7809295654297,1557400
2020-03-06,242.6199951171875,244.49000549316406,231.38999938964844,238.47000122070312,227.30313110351562,2197400
2020-03-09,218.14999389648438,223.74000549316406,209.39999389648438,210.85000610351562,200.97645568847656,2551400
2020-03-10,220.8000030517578,227.60000610351562,213.89999389648438,227.60000610351562,216.942138671875,2208100
2020-03-11,220.91000366210938,221.66000366210938,206.67999267578125,211.25999450683594,201.36724853515625,1611900
2020-03-12,200.33999633789062,212.1300048828125,189.0,193.33999633789062,184.28643798828125,2632300
2020-03-13,205.0399932861328,213.57000732421875,194.5399932861328,213.07000732421875,203.092529296875,2329300
2020-03-16,182.0,193.94000244140625,180.0,185.39999389648438,176.71823120117188,2856300
2020-03-17,188.89999389648438,206.42999267578125,185.49000549316406,202.08999633789062,192.62664794921875,2046600
2020-03-18,182.9199981689453,187.35000610351562,165.22999572753906,174.35000610351562,166.18563842773438,2819000
2020-03-19,173.55999755859375,181.47999572753906,166.0,177.91000366210938,169.57894897460938,2610500
2020-03-20,180.33999633789062,183.0,171.47000122070312,175.8000030517578,167.5677490234375,2017300
2020-03-23,171.5500030517578,182.0399932861328,164.19000244140625,165.08999633789062,157.3592529296875,1699800
2020-03-24,175.25999450683594,196.61000061035156,172.02000427246094,195.75,186.5835418701172,1404700
2020-03-25,193.5,217.91000366210938,192.1300048828125,207.1300048828125,197.43064880371094,1686800
