date,open,high,low,close,adj_close,volume
,WENNU,WENNU,WENNU,WENNU,WENNU,WENNU
2025-05-16,10.699999809265137,10.8100004196167,10.40999984741211,10.460000038146973,10.460000038146973,9655000
2025-05-19,10.399999618530273,10.5,10.380000114440918,10.380000114440918,10.380000114440918,476100
2025-05-20,10.380000114440918,10.539999961853027,10.34000015258789,10.430000305175781,10.430000305175781,1077500
2025-05-21,10.361000061035156,10.569999694824219,10.3100004196167,10.390000343322754,10.390000343322754,506500
2025-05-22,10.494000434875488,10.494000434875488,10.359999656677246,10.359999656677246,10.359999656677246,157800
2025-05-23,10.34000015258789,10.449999809265137,10.319999694824219,10.399999618530273,10.399999618530273,1092800
2025-05-27,10.331000328063965,10.5,10.329999923706055,10.399999618530273,10.399999618530273,287900
2025-05-28,10.368000030517578,10.399999618530273,10.368000030517578,10.369999885559082,10.369999885559082,41000
2025-05-29,10.38599967956543,10.399999618530273,10.369999885559082,10.390000343322754,10.390000343322754,47400
2025-05-30,10.489999771118164,10.489999771118164,10.380000114440918,10.449999809265137,10.449999809265137,189400
2025-06-02,10.489999771118164,10.640000343322754,10.446999549865723,10.579999923706055,10.579999923706055,1103400
2025-06-03,10.600000381469727,10.739999771118164,10.600000381469727,10.6899995803833,10.6899995803833,1375100
2025-06-04,10.739999771118164,10.739999771118164,10.618000030517578,10.640000343322754,10.640000343322754,167100
2025-06-05,10.609999656677246,10.699999809265137,10.585000038146973,10.645000457763672,10.645000457763672,573500
2025-06-06,10.449999809265137,10.649999618530273,10.449999809265137,10.630000114440918,10.630000114440918,214500
2025-06-09,10.449999809265137,10.654999732971191,10.449999809265137,10.649999618530273,10.649999618530273,246200
2025-06-10,10.649999618530273,10.67300033569336,10.609999656677246,10.609999656677246,10.609999656677246,344800
2025-06-11,10.630000114440918,10.729999542236328,10.630000114440918,10.640000343322754,10.640000343322754,436600
2025-06-12,10.680999755859375,10.770000457763672,10.63700008392334,10.744999885559082,10.744999885559082,609600
2025-06-13,10.770000457763672,10.770000457763672,10.699999809265137,10.720000267028809,10.720000267028809,295000
2025-06-16,10.720000267028809,10.850000381469727,10.680000305175781,10.720000267028809,10.720000267028809,232600
2025-06-17,10.699999809265137,10.890000343322754,10.699999809265137,10.869999885559082,10.869999885559082,650500
2025-06-18,10.890000343322754,10.890000343322754,10.75,10.869999885559082,10.869999885559082,216600
2025-06-20,10.899999618530273,11.90999984741211,10.88700008392334,10.960000038146973,10.960000038146973,583500
2025-06-23,10.989999771118164,11.024999618530273,10.793000221252441,10.899999618530273,10.899999618530273,251400
2025-06-24,10.949999809265137,10.949999809265137,10.859999656677246,10.920000076293945,10.920000076293945,78000
2025-06-25,10.840999603271484,10.9399995803833,10.300000190734863,10.600000381469727,10.600000381469727,839700
2025-06-26,10.579999923706055,10.6899995803833,10.579999923706055,10.600000381469727,10.600000381469727,150700
2025-06-27,10.59000015258789,10.649999618530273,10.5,10.59000015258789,10.59000015258789,240600
2025-06-30,10.484000205993652,10.630000114440918,10.4350004196167,10.569999694824219,10.569999694824219,37500
2025-07-01,10.494999885559082,10.619999885559082,10.484999656677246,10.550000190734863,10.550000190734863,195600
2025-07-02,10.510000228881836,10.539999961853027,10.380000114440918,10.5,10.5,422700
2025-07-03,10.534000396728516,10.569999694824219,10.484999656677246,10.510000228881836,10.510000228881836,86500
2025-07-07,10.5,10.649999618530273,10.5,10.609999656677246,10.609999656677246,383500
2025-07-08,10.630000114440918,10.630000114440918,10.53499984741211,10.619999885559082,10.619999885559082,213900
2025-07-09,10.630000114440918,10.680000305175781,10.600000381469727,10.680000305175781,10.680000305175781,28700
2025-07-10,10.579999923706055,10.739999771118164,10.569999694824219,10.59000015258789,10.59000015258789,223900
2025-07-11,10.593999862670898,10.631999969482422,10.5600004196167,10.614999771118164,10.614999771118164,32000
2025-07-14,10.63599967956543,10.640000343322754,10.600000381469727,10.609999656677246,10.609999656677246,9100
2025-07-15,10.600000381469727,10.67199993133545,10.595000267028809,10.600000381469727,10.600000381469727,47400
2025-07-16,10.649999618530273,10.946999549865723,10.600000381469727,10.651000022888184,10.651000022888184,4300
2025-07-17,10.8100004196167,10.8100004196167,10.569999694824219,10.640000343322754,10.640000343322754,9700
2025-07-18,10.5,10.640000343322754,10.5,10.569999694824219,10.569999694824219,57400
2025-07-21,10.59000015258789,10.649999618530273,10.510000228881836,10.649999618530273,10.649999618530273,130000
2025-07-22,10.425000190734863,10.800000190734863,10.414999961853027,10.670000076293945,10.670000076293945,33900
2025-07-23,10.649999618530273,10.739999771118164,10.619999885559082,10.670000076293945,10.670000076293945,19600
2025-07-24,10.670000076293945,10.670000076293945,10.670000076293945,10.670000076293945,10.670000076293945,0
2025-07-25,10.550000190734863,11.484999656677246,10.550000190734863,10.649999618530273,10.649999618530273,6500
2025-07-28,10.59000015258789,10.699999809265137,10.579999923706055,10.619999885559082,10.619999885559082,17800
2025-07-29,11.640000343322754,11.640000343322754,10.550000190734863,10.609999656677246,10.609999656677246,7200
2025-07-30,10.550000190734863,10.680000305175781,10.520000457763672,10.670000076293945,10.670000076293945,9800
2025-07-31,10.539999961853027,10.720000267028809,10.529999732971191,10.649999618530273,10.649999618530273,3500
2025-08-01,10.5600004196167,10.6899995803833,10.510000228881836,10.579999923706055,10.579999923706055,25900
2025-08-04,10.59000015258789,10.600000381469727,10.539999961853027,10.579999923706055,10.579999923706055,24300
2025-08-05,10.550000190734863,10.619999885559082,10.470000267028809,10.550000190734863,10.550000190734863,36600
2025-08-06,10.600000381469727,10.619999885559082,10.529999732971191,10.59000015258789,10.59000015258789,13200
2025-08-07,10.619999885559082,10.619999885559082,10.520000457763672,10.592000007629395,10.592000007629395,2200
2025-08-08,10.59000015258789,10.869999885559082,10.510000228881836,10.869999885559082,10.869999885559082,4900
2025-08-11,10.649999618530273,10.758000373840332,10.470000267028809,10.470000267028809,10.470000267028809,24400
2025-08-12,10.550000190734863,10.550000190734863,10.460000038146973,10.470000267028809,10.470000267028809,2600
2025-08-13,10.520000457763672,10.520000457763672,10.520000457763672,10.520000457763672,10.520000457763672,500
2025-08-14,10.54800033569336,10.550000190734863,10.449999809265137,10.449999809265137,10.449999809265137,6700
2025-08-15,10.531000137329102,10.545000076293945,10.449999809265137,10.449999809265137,10.449999809265137,100700
2025-08-18,10.449999809265137,10.529999732971191,10.420000076293945,10.529999732971191,10.529999732971191,4900
2025-08-19,10.5,10.510000228881836,10.430000305175781,10.5,10.5,2300
2025-08-20,10.442999839782715,10.442999839782715,10.322999954223633,10.430000305175781,10.430000305175781,5700
2025-08-21,10.470000267028809,10.479999542236328,10.369999885559082,10.380000114440918,10.380000114440918,34700
2025-08-22,10.394000053405762,10.479999542236328,10.380000114440918,10.479999542236328,10.479999542236328,600
2025-08-25,10.479999542236328,10.479999542236328,10.399999618530273,10.46500015258789,10.46500015258789,400
2025-08-26,10.390000343322754,10.46500015258789,10.380000114440918,10.380000114440918,10.380000114440918,700
2025-08-27,10.449999809265137,10.449999809265137,10.380000114440918,10.430000305175781,10.430000305175781,12400
