date,open,high,low,close,adj_close,volume
,POWI,POWI,POWI,POWI,POWI,POWI
2020-01-02,49.630001068115234,50.0,49.3650016784668,49.95500183105469,46.96730041503906,278400
2020-01-03,49.255001068115234,50.224998474121094,49.224998474121094,49.775001525878906,46.798057556152344,288800
2020-01-06,49.17499923706055,49.69499969482422,49.04999923706055,49.584999084472656,46.61941146850586,466000
2020-01-07,49.69499969482422,50.35499954223633,49.60499954223633,49.79999923706055,46.82155990600586,148400
2020-01-08,49.78499984741211,50.40999984741211,49.58000183105469,50.17499923706055,47.17413330078125,165400
2020-01-09,50.599998474121094,51.125,50.380001068115234,50.98500061035156,47.93569564819336,184400
2020-01-10,51.01499938964844,51.8650016784668,50.904998779296875,51.86000061035156,48.75836181640625,632400
2020-01-13,52.01499938964844,53.36000061035156,51.79999923706055,52.79999923706055,49.64214324951172,513000
2020-01-14,52.70500183105469,52.70500183105469,51.494998931884766,51.654998779296875,48.56562042236328,426400
2020-01-15,51.86000061035156,51.974998474121094,50.584999084472656,50.810001373291016,47.771156311035156,324600
2020-01-16,51.244998931884766,52.46500015258789,51.244998931884766,52.2599983215332,49.13442611694336,322200
2020-01-17,52.69499969482422,52.904998779296875,52.099998474121094,52.689998626708984,49.538726806640625,289400
2020-01-21,52.40999984741211,52.69499969482422,51.084999084472656,51.584999084472656,48.49980545043945,473200
2020-01-22,51.974998474121094,52.2599983215332,51.150001525878906,51.35499954223633,48.28356170654297,339200
2020-01-23,51.375,52.23500061035156,51.0,52.17499923706055,49.05451965332031,419000
2020-01-24,52.625,52.625,51.04999923706055,51.415000915527344,48.33997344970703,257600
2020-01-27,49.91999816894531,50.06999969482422,49.2599983215332,49.68000030517578,46.708736419677734,284800
2020-01-28,49.89500045776367,50.42499923706055,49.3849983215332,50.27000045776367,47.263458251953125,292800
2020-01-29,50.189998626708984,50.345001220703125,48.900001525878906,48.959999084472656,46.03181076049805,317600
2020-01-30,48.474998474121094,49.33000183105469,47.92499923706055,48.880001068115234,45.95659255981445,353800
2020-01-31,51.099998474121094,51.4900016784668,48.47999954223633,48.834999084472656,45.91427993774414,1279600
2020-02-03,48.775001525878906,50.46500015258789,48.48500061035156,50.189998626708984,47.18824005126953,767400
2020-02-04,51.189998626708984,51.48500061035156,50.16999816894531,50.4900016784668,47.470298767089844,425400
2020-02-05,51.39500045776367,52.25,50.25,52.154998779296875,49.035709381103516,428000
2020-02-06,52.17499923706055,53.375,51.95000076293945,52.7400016784668,49.58572769165039,712000
2020-02-07,51.84000015258789,52.93000030517578,51.26499938964844,51.69499969482422,48.60322952270508,747000
2020-02-10,51.40999984741211,54.40999984741211,51.29499816894531,54.32500076293945,51.075931549072266,1021200
2020-02-11,54.73500061035156,55.779998779296875,53.4900016784668,53.625,50.41780090332031,520400
2020-02-12,54.095001220703125,54.76499938964844,52.01499938964844,54.685001373291016,51.41439437866211,549600
2020-02-13,54.26499938964844,54.625,53.70500183105469,54.275001525878906,51.0289306640625,310200
2020-02-14,54.189998626708984,54.28499984741211,52.45000076293945,52.61000061035156,49.463497161865234,622000
2020-02-18,52.25,52.63999938964844,50.939998626708984,51.0,47.949790954589844,668600
2020-02-19,51.42499923706055,51.78499984741211,50.7400016784668,50.88999938964844,47.84637451171875,382000
2020-02-20,50.75,51.18000030517578,49.5,50.595001220703125,47.569007873535156,333400
2020-02-21,50.30500030517578,50.30500030517578,49.130001068115234,49.435001373291016,46.4783935546875,351400
