date,open,high,low,close,adj_close,volume
,ALL,ALL,ALL,ALL,ALL,ALL
2020-01-02,112.97000122070312,113.0,111.66000366210938,112.81999969482422,97.64144897460938,1212400
2020-01-03,111.83999633789062,113.0999984741211,111.7699966430664,112.83000183105469,97.65010070800781,1047100
2020-01-06,112.33999633789062,113.20999908447266,112.04000091552734,113.16000366210938,97.93570709228516,1214800
2020-01-07,112.68000030517578,112.98999786376953,112.16000366210938,112.19000244140625,97.09619903564453,1641000
2020-01-08,112.55000305175781,113.83000183105469,112.44000244140625,112.5,97.36449432373047,1748900
2020-01-09,113.0,113.91000366210938,112.72000122070312,113.77999877929688,98.47228240966797,1462000
2020-01-10,113.95999908447266,114.16000366210938,113.18000030517578,113.44999694824219,98.1866683959961,1431200
2020-01-13,113.4800033569336,114.48999786376953,113.44999694824219,114.4800033569336,99.07810974121094,1526100
2020-01-14,114.3499984741211,114.38999938964844,113.44000244140625,113.80000305175781,98.4896011352539,1899100
2020-01-15,113.62000274658203,114.62999725341797,113.05000305175781,114.26000213623047,98.8876953125,1692500
2020-01-16,114.54000091552734,116.16000366210938,114.2699966430664,116.1500015258789,100.52342987060547,1902900
2020-01-17,116.4000015258789,117.62000274658203,115.8499984741211,117.55000305175781,101.73507690429688,1725700
2020-01-21,117.1500015258789,118.2699966430664,117.05999755859375,117.80000305175781,101.9514389038086,1314100
2020-01-22,118.23999786376953,118.69000244140625,117.58999633789062,117.6500015258789,101.82162475585938,1274100
2020-01-23,117.05999755859375,118.38999938964844,116.0999984741211,118.1500015258789,102.25434875488281,1502400
2020-01-24,118.23999786376953,118.75,117.4800033569336,118.27999877929688,102.36683654785156,2152200
2020-01-27,117.0,117.93000030517578,116.55999755859375,116.58000183105469,100.89555358886719,1135200
2020-01-28,116.87999725341797,118.1500015258789,116.87999725341797,117.54000091552734,101.72640991210938,1496500
2020-01-29,118.5,118.72000122070312,117.66999816894531,118.36000061035156,102.43609619140625,1878800
2020-01-30,117.58999633789062,119.9800033569336,117.56999969482422,119.87999725341797,103.75160217285156,1289400
2020-01-31,119.20999908447266,120.11000061035156,118.2699966430664,118.54000091552734,102.59188842773438,1754500
2020-02-03,119.0,120.06999969482422,118.80000305175781,119.05000305175781,103.03327178955078,1439300
2020-02-04,120.16000366210938,121.16000366210938,119.91000366210938,119.94999694824219,103.81217193603516,1848200
2020-02-05,121.06999969482422,124.94000244140625,121.06999969482422,124.66999816894531,107.89714813232422,2718400
2020-02-06,124.7699966430664,125.43000030517578,123.79000091552734,123.88999938964844,107.22208404541016,1506700
