date,open,high,low,close,adj_close,volume
,ENS,ENS,ENS,ENS,ENS,ENS
2020-01-02,75.83000183105469,75.83999633789062,73.83999633789062,75.83000183105469,71.6574935913086,192500
2020-01-03,74.25,75.62999725341797,74.2300033569336,75.16999816894531,71.03379821777344,122300
2020-01-06,74.37999725341797,75.75,74.22000122070312,75.38999938964844,71.24169921875,132000
2020-01-07,74.68000030517578,76.33999633789062,74.66000366210938,75.75,71.58187866210938,190200
2020-01-08,75.63999938964844,76.19000244140625,75.0999984741211,75.33000183105469,71.18498992919922,172600
2020-01-09,75.48999786376953,75.70999908447266,74.70999908447266,74.79000091552734,70.67471313476562,173900
2020-01-10,74.52999877929688,75.1500015258789,73.66999816894531,73.95999908447266,69.89037322998047,216000
2020-01-13,74.2699966430664,75.16999816894531,73.80999755859375,74.70999908447266,70.59912109375,214500
2020-01-14,74.61000061035156,75.19000244140625,74.26000213623047,74.69000244140625,70.5802230834961,234100
2020-01-15,74.69000244140625,75.18000030517578,73.93000030517578,74.45999908447266,70.36286163330078,208400
2020-01-16,75.12999725341797,76.12999725341797,74.83000183105469,75.16999816894531,71.03379821777344,257300
2020-01-17,75.37999725341797,75.83000183105469,75.0,75.52999877929688,71.37399291992188,253200
2020-01-21,75.08999633789062,75.26000213623047,73.77999877929688,73.93000030517578,69.86200714111328,133900
2020-01-22,74.2699966430664,74.94000244140625,73.5,73.66999816894531,69.61634826660156,174800
2020-01-23,73.30000305175781,73.87000274658203,72.12999725341797,73.58999633789062,69.5407485961914,174000
2020-01-24,73.44000244140625,73.69999694824219,72.73999786376953,73.47000122070312,69.4273452758789,177400
2020-01-27,72.12999725341797,73.05000305175781,71.63999938964844,72.44000244140625,68.45404052734375,293000
2020-01-28,72.86000061035156,74.30000305175781,72.80000305175781,73.69000244140625,69.63522338867188,127200
2020-01-29,73.86000061035156,74.93000030517578,73.81999969482422,74.58000183105469,70.47628021240234,298300
2020-01-30,73.6500015258789,74.9800033569336,73.41999816894531,74.8499984741211,70.73143005371094,159600
2020-01-31,74.33000183105469,74.52999877929688,71.87999725341797,71.95999908447266,68.00040435791016,214000
2020-02-03,72.41999816894531,74.55000305175781,72.29000091552734,74.37000274658203,70.27783203125,218900
2020-02-04,75.6500015258789,77.5,75.58999633789062,77.31999969482422,73.06551361083984,250500
2020-02-05,78.62999725341797,78.97000122070312,77.20999908447266,77.33999633789062,73.08438873291016,386100
2020-02-06,76.0,76.05000305175781,69.83999633789062,71.69999694824219,67.7547378540039,607100
2020-02-07,71.7300033569336,73.41000366210938,71.16000366210938,71.75,67.8019790649414,274800
2020-02-10,71.12000274658203,71.9800033569336,70.18000030517578,71.86000061035156,67.90593719482422,250300
2020-02-11,72.5199966430664,76.68000030517578,72.0999984741211,76.5,72.29061889648438,402600
2020-02-12,77.33000183105469,78.41000366210938,76.83999633789062,77.94000244140625,73.65138244628906,222400
2020-02-13,77.48999786376953,77.87000274658203,75.87999725341797,76.33999633789062,72.13941955566406,202600
2020-02-14,76.54000091552734,76.55999755859375,75.05000305175781,76.01000213623047,71.82757568359375,164200
2020-02-18,75.79000091552734,77.06999969482422,74.83999633789062,75.22000122070312,71.08103942871094,135700
2020-02-19,75.58999633789062,75.87999725341797,74.22000122070312,74.23999786376953,70.15497589111328,144500
2020-02-20,73.6500015258789,75.41999816894531,73.33000183105469,74.87000274658203,70.75030517578125,162400
2020-02-21,74.45999908447266,75.26000213623047,73.36000061035156,74.91000366210938,70.7881088256836,212600
2020-02-24,72.36000061035156,72.91000366210938,70.75,70.79000091552734,66.89482116699219,244000
2020-02-25,71.12000274658203,71.12000274658203,66.9800033569336,67.55999755859375,63.842533111572266,412200
2020-02-26,68.19999694824219,69.1500015258789,65.72000122070312,66.52999877929688,62.86921310424805,348400
2020-02-27,64.88999938964844,67.1500015258789,63.529998779296875,63.86000061035156,60.346134185791016,190000
2020-02-28,61.290000915527344,63.29999923706055,60.43000030517578,61.58000183105469,58.191593170166016,379600
2020-03-02,62.0,63.939998626708984,59.54999923706055,63.869998931884766,60.35557174682617,428900
2020-03-03,63.869998931884766,66.3499984741211,61.900001525878906,62.619998931884766,59.17436599731445,267900
2020-03-04,63.93000030517578,65.62000274658203,62.5099983215332,65.44000244140625,61.83920669555664,181700
2020-03-05,63.650001525878906,64.0,61.29999923706055,62.209999084472656,58.786922454833984,253100
2020-03-06,59.599998474121094,61.61000061035156,58.83000183105469,60.630001068115234,57.29385757446289,211600
2020-03-09,55.810001373291016,56.68000030517578,52.40999984741211,52.529998779296875,49.639564514160156,487600
2020-03-10,54.7599983215332,56.27000045776367,51.84000015258789,56.130001068115234,53.04146957397461,369200
2020-03-11,53.54999923706055,55.27000045776367,49.900001525878906,50.38999938964844,47.61731719970703,305100
2020-03-12,45.4900016784668,45.540000915527344,37.599998474121094,43.290000915527344,41.05055236816406,963300
2020-03-13,46.36000061035156,48.11000061035156,41.529998779296875,48.11000061035156,45.621212005615234,571700
2020-03-16,41.0099983215332,43.20000076293945,39.7599983215332,40.45000076293945,38.35747528076172,587700
2020-03-17,41.22999954223633,45.20000076293945,38.150001525878906,42.709999084472656,40.50054931640625,548900
2020-03-18,39.36000061035156,40.22999954223633,35.209999084472656,38.2400016784668,36.26179885864258,557300
2020-03-19,37.810001373291016,42.939998626708984,36.7400016784668,41.93000030517578,39.76089859008789,485900
2020-03-20,42.09000015258789,43.83000183105469,40.66999816894531,42.0,39.82728958129883,760900
