date,open,high,low,close,adj_close,volume
,LAMR,LAMR,LAMR,LAMR,LAMR,LAMR
2020-01-02,89.19000244140625,89.20999908447266,87.6500015258789,88.44999694824219,66.94451904296875,430500
2020-01-03,88.08000183105469,89.0999984741211,87.98999786376953,89.01000213623047,67.36835479736328,244700
2020-01-06,88.45999908447266,88.9000015258789,87.95999908447266,88.45999908447266,66.95207977294922,390700
2020-01-07,88.16999816894531,88.22000122070312,87.37000274658203,88.12999725341797,66.70232391357422,171700
2020-01-08,88.19999694824219,89.06999969482422,88.13999938964844,88.70999908447266,67.14129638671875,221900
2020-01-09,88.83999633789062,89.3499984741211,88.45999908447266,88.91999816894531,67.30024719238281,277800
2020-01-10,89.08999633789062,89.87999725341797,88.8499984741211,89.75,67.9284439086914,431100
2020-01-13,90.11000061035156,90.47000122070312,89.5199966430664,90.25,68.30689239501953,287700
2020-01-14,90.30000305175781,90.61000061035156,89.8499984741211,90.1500015258789,68.23119354248047,239400
2020-01-15,90.19999694824219,90.97000122070312,89.80000305175781,90.4800033569336,68.48094177246094,291900
2020-01-16,91.01000213623047,92.47000122070312,90.56999969482422,92.41999816894531,69.94925689697266,309500
2020-01-17,92.51000213623047,92.66999816894531,91.44999694824219,92.08000183105469,69.69194030761719,445400
2020-01-21,91.94000244140625,93.9800033569336,91.51000213623047,93.54000091552734,70.79695129394531,508400
2020-01-22,93.80000305175781,94.68000030517578,93.0,93.95999908447266,71.1148452758789,322300
2020-01-23,94.05999755859375,94.23999786376953,91.80000305175781,93.87000274658203,71.04671478271484,376000
2020-01-24,94.11000061035156,94.29000091552734,93.43000030517578,94.0199966430664,71.16024017333984,200700
2020-01-27,93.45999908447266,94.44000244140625,92.72000122070312,93.75,70.95589447021484,257200
2020-01-28,94.12000274658203,95.0,93.93000030517578,94.86000061035156,71.79600524902344,311400
2020-01-29,95.05999755859375,95.26000213623047,94.19000244140625,94.2699966430664,71.34944915771484,207900
2020-01-30,94.04000091552734,94.54000091552734,93.54000091552734,93.75,70.95589447021484,409100
2020-01-31,93.76000213623047,94.41999816894531,92.11000061035156,92.80999755859375,70.24443817138672,517400
2020-02-03,92.91000366210938,93.7300033569336,92.9000015258789,93.33999633789062,70.64558410644531,425500
2020-02-04,93.73999786376953,94.66000366210938,93.20999908447266,94.1500015258789,71.25863647460938,250700
2020-02-05,94.27999877929688,95.69000244140625,93.62999725341797,95.16999816894531,72.0306396484375,269100
2020-02-06,95.27999877929688,95.7699966430664,94.0,94.5,71.52352905273438,370600
2020-02-07,94.76000213623047,94.80000305175781,93.66999816894531,93.9000015258789,71.06941986083984,210900
2020-02-10,94.0,94.44000244140625,93.68000030517578,93.98999786376953,71.13754272460938,226500
2020-02-11,94.38999938964844,94.87000274658203,94.04000091552734,94.44000244140625,71.47813415527344,185600
