date,open,high,low,close,adj_close,volume
,RUSHA,RUSHA,RUSHA,RUSHA,RUSHA,RUSHA
2020-01-02,20.81333351135254,20.81333351135254,20.164443969726562,20.448888778686523,18.701921463012695,280800
2020-01-03,20.244443893432617,20.577777862548828,20.177778244018555,20.46666717529297,18.718175888061523,229050
2020-01-06,20.31999969482422,20.360000610351562,20.057777404785156,20.239999771118164,18.510881423950195,217350
2020-01-07,20.142221450805664,20.373332977294922,20.0222225189209,20.266666412353516,18.53527069091797,298350
2020-01-08,20.22222137451172,20.546667098999023,20.217777252197266,20.23555564880371,18.506818771362305,310050
2020-01-09,20.360000610351562,20.360000610351562,19.933332443237305,19.97333335876465,18.26698875427246,229500
2020-01-10,19.92888832092285,20.08888816833496,19.844444274902344,19.991111755371094,18.28325653076172,228375
2020-01-13,19.96444320678711,20.133333206176758,19.804443359375,20.04888916015625,18.336095809936523,203625
2020-01-14,20.0222225189209,20.337778091430664,19.884443283081055,20.151111602783203,18.429582595825195,174150
2020-01-15,20.15999984741211,20.324443817138672,19.982221603393555,20.15999984741211,18.43770980834961,148950
2020-01-16,20.280000686645508,20.564443588256836,20.248889923095703,20.431110382080078,18.685665130615234,172350
2020-01-17,20.528888702392578,20.72888946533203,20.44444465637207,20.520000457763672,18.766958236694336,187650
2020-01-21,20.422222137451172,20.422222137451172,19.77777862548828,19.884443283081055,18.185697555541992,276750
2020-01-22,19.942222595214844,20.128889083862305,19.76444435119629,19.81333351135254,18.120662689208984,287775
2020-01-23,19.831111907958984,19.831111907958984,19.50666618347168,19.613332748413086,17.93775177001953,175500
2020-01-24,19.600000381469727,19.600000381469727,19.333332061767578,19.408889770507812,17.750768661499023,254475
2020-01-27,19.14666748046875,19.413333892822266,19.0977783203125,19.200000762939453,17.559730529785156,313425
2020-01-28,19.360000610351562,19.568889617919922,19.217777252197266,19.524444580078125,17.85645294189453,370800
2020-01-29,19.537778854370117,19.782222747802734,19.413333892822266,19.675556182861328,17.99465560913086,203625
2020-01-30,19.502222061157227,19.70222282409668,19.413333892822266,19.666667938232422,17.986526489257812,195075
2020-01-31,19.568889617919922,19.568889617919922,19.106666564941406,19.11111068725586,17.47842788696289,511425
2020-02-03,19.200000762939453,19.591110229492188,19.151111602783203,19.404443740844727,17.746706008911133,287550
2020-02-04,19.577777862548828,19.746667861938477,19.39555549621582,19.413333892822266,17.754837036132812,140175
2020-02-05,19.64444351196289,20.084444046020508,19.64444351196289,20.044443130493164,18.332019805908203,232425
2020-02-06,20.11111068725586,20.168888092041016,19.50666618347168,19.595556259155273,17.921493530273438,159750
2020-02-07,19.457778930664062,19.542221069335938,19.239999771118164,19.404443740844727,17.746706008911133,339300
2020-02-10,19.373332977294922,19.595556259155273,19.337778091430664,19.568889617919922,17.89710235595703,270450
2020-02-11,19.688888549804688,20.17333221435547,19.502222061157227,19.88888931274414,18.18975830078125,224325
2020-02-12,20.0755558013916,20.22222137451172,19.77777862548828,20.22222137451172,18.494617462158203,297900
2020-02-13,17.799999237060547,18.44444465637207,16.799999237060547,18.315555572509766,16.750843048095703,1908675
2020-02-14,18.280000686645508,19.053333282470703,18.168888092041016,18.955556869506836,17.33616065979004,584100
2020-02-18,18.844444274902344,19.422222137451172,18.77777862548828,19.404443740844727,17.746706008911133,605250
2020-02-19,19.448888778686523,19.448888778686523,19.102222442626953,19.182222366333008,17.543468475341797,900450
2020-02-20,19.244443893432617,20.03555679321289,19.244443893432617,19.86222267150879,18.165372848510742,590625
2020-02-21,19.76444435119629,19.915555953979492,19.488889694213867,19.8799991607666,18.181636810302734,533925
