date,open,high,low,close,adj_close,volume
,EHC,EHC,EHC,EHC,EHC,EHC
2020-01-02,55.36992645263672,55.513126373291016,54.07318878173828,55.01988983154297,51.364280700683594,653891
2020-01-03,54.33572006225586,55.194908142089844,54.31185531616211,55.0278434753418,51.37171936035156,816547
2020-01-06,54.55051803588867,55.011932373046875,54.0890998840332,54.828956604003906,51.186038970947266,1354040
2020-01-07,54.65393829345703,54.65393829345703,54.001590728759766,54.280033111572266,50.67357635498047,546418
2020-01-08,54.41527557373047,55.107398986816406,54.24821090698242,54.813045501708984,51.17118453979492,1080266
2020-01-09,54.98011016845703,55.115352630615234,54.303897857666016,54.813045501708984,51.17118453979492,996173
2020-01-10,55.08353042602539,56.523468017578125,54.988067626953125,56.45982360839844,52.708553314208984,1161468
2020-01-13,58.34526824951172,61.0739860534668,57.708831787109375,61.00238800048828,56.94929504394531,1837734
2020-01-14,60.859188079833984,61.782020568847656,59.944313049316406,61.69451141357422,57.595436096191406,1472073
2020-01-15,61.92522048950195,62.696895599365234,61.384246826171875,61.65473175048828,57.55830001831055,1258886
2020-01-16,62.20365905761719,64.09705352783203,61.9490852355957,63.84248352050781,59.60068893432617,1111188
2020-01-17,64.04932403564453,64.21638488769531,62.593475341796875,63.2140007019043,59.01396560668945,893350
2020-01-21,63.06284713745117,63.46062088012695,62.65711975097656,63.420841217041016,59.20706558227539,446989
2020-01-22,63.89021682739258,63.985679626464844,63.078758239746094,63.30946731567383,59.10308837890625,492367
2020-01-23,63.078758239746094,63.32537841796875,62.44232177734375,62.8321418762207,58.6574821472168,581614
2020-01-24,62.95942687988281,62.999202728271484,62.068416595458984,62.72076416015625,58.553497314453125,378608
2020-01-27,61.98090744018555,62.267303466796875,61.47175979614258,61.52744674682617,57.4394645690918,763502
2020-01-28,61.988861083984375,62.25934982299805,61.4876708984375,62.171836853027344,58.04104232788086,834145
2020-01-29,62.092281341552734,62.370723724365234,61.11376190185547,61.37629318237305,57.29836654663086,729311
2020-01-30,60.962608337402344,61.49562454223633,60.08750915527344,61.44789123535156,57.365203857421875,465216
2020-01-31,61.02625274658203,61.63086700439453,60.48528289794922,61.280826568603516,57.20923614501953,780723
2020-02-03,61.543357849121094,62.084327697753906,61.161495208740234,61.39220428466797,57.31322479248047,658040
2020-02-04,62.084327697753906,62.85600662231445,61.988861083984375,62.58552169799805,58.42723846435547,564142
2020-02-05,63.14240264892578,63.93794631958008,62.94351577758789,63.078758239746094,58.88771438598633,883797
2020-02-06,63.41288757324219,63.977725982666016,62.78440856933594,63.476531982421875,59.25905990600586,979454
2020-02-07,63.52426528930664,64.2322998046875,62.33890151977539,63.317420959472656,59.110511779785156,1053869
2020-02-10,63.61177444458008,65.2187728881836,63.317420959472656,65.1073989868164,60.78156661987305,948532
2020-02-11,65.20286560058594,65.97454071044922,64.66984558105469,65.01988983154297,60.69987106323242,617564
2020-02-12,65.24263763427734,66.046142578125,64.66984558105469,65.33015441894531,60.98952102661133,753823
2020-02-13,64.8369140625,65.83134460449219,64.8369140625,65.56085968017578,61.20491409301758,453400
2020-02-14,65.59268188476562,65.83930206298828,65.03579711914062,65.719970703125,61.353431701660156,405508
2020-02-18,65.52108001708984,65.97454071044922,65.08353424072266,65.61654663085938,61.25688171386719,388664
2020-02-19,65.61654663085938,66.14160919189453,65.28241729736328,65.87907409667969,61.501976013183594,595567
2020-02-20,65.75179290771484,66.26889038085938,65.03579711914062,65.68019104003906,61.31630325317383,562130
2020-02-21,65.5449447631836,65.75179290771484,64.34367370605469,64.94828796386719,60.633026123046875,696252
2020-02-24,63.4924430847168,63.96976852416992,62.74462890625,63.00716018676758,58.820865631103516,639310
2020-02-25,63.33333206176758,63.659507751464844,60.938743591308594,61.153541564941406,57.09040451049805,843824
2020-02-26,61.662689208984375,62.895782470703125,61.29673767089844,61.559268951416016,57.469173431396484,791533
2020-02-27,60.652347564697266,62.07637023925781,58.87828063964844,59.76133728027344,55.79069900512695,940990
2020-02-28,58.17820358276367,59.90453338623047,57.50198745727539,59.5385856628418,55.58275604248047,1642396
2020-03-02,59.57836151123047,61.0739860534668,59.09307861328125,60.89101028442383,56.845314025878906,1440648
2020-03-03,60.90692138671875,62.72871780395508,58.58393096923828,58.80668258666992,54.899471282958984,1076495
2020-03-04,62.05250549316406,65.65632629394531,61.137630462646484,65.27445983886719,60.93751907348633,1918936
2020-03-05,64.14479064941406,64.14479064941406,61.14558410644531,62.768497467041016,58.59807586669922,1483009
2020-03-06,61.24900436401367,62.108192443847656,59.3953857421875,61.463802337646484,57.38005447387695,1454223
2020-03-09,57.82020568847656,58.10660171508789,55.14717483520508,55.5767707824707,51.88416290283203,1560314
2020-03-10,57.104217529296875,57.303104400634766,54.76531219482422,57.07239532470703,53.28041458129883,1130546
2020-03-11,55.64041519165039,55.67223358154297,49.97613525390625,50.7955436706543,47.420616149902344,1513679
2020-03-12,46.801910400390625,49.5306282043457,43.357200622558594,46.93715286254883,43.81857681274414,3285044
2020-03-13,49.546539306640625,50.938743591308594,45.823387145996094,50.84327697753906,47.465171813964844,1379809
2020-03-16,42.163883209228516,49.140811920166016,41.37629318237305,45.7677001953125,42.72683334350586,2241608
2020-03-17,46.67462158203125,47.350833892822266,44.105010986328125,44.57438278198242,41.61278533935547,1294207
2020-03-18,41.71042251586914,43.922035217285156,38.194114685058594,42.10023880004883,39.30303192138672,1634603
2020-03-19,42.092281341552734,46.626888275146484,41.10580825805664,42.8798713684082,40.03086853027344,1418273
2020-03-20,42.84009552001953,43.858394622802734,38.67144012451172,40.20684051513672,37.53543472290039,2229667
2020-03-23,39.93635559082031,42.30707931518555,38.361175537109375,39.83293533325195,37.186370849609375,1571124
2020-03-24,42.19570541381836,43.96976852416992,40.175018310546875,43.699283599853516,40.795841217041016,1095601
2020-03-25,43.53221893310547,45.775657653808594,42.29912567138672,44.53460693359375,41.57565689086914,1226204
2020-03-26,45.35401916503906,49.18058776855469,44.44709777832031,47.303104400634766,44.16021728515625,1103018
2020-03-27,45.60859298706055,49.28401184082031,44.35958480834961,48.313446044921875,45.10343551635742,1001326
2020-03-30,47.9952278137207,50.055686950683594,46.91328430175781,49.73746871948242,46.432838439941406,1123632
2020-03-31,50.49323654174805,51.71837615966797,49.928401947021484,50.938743591308594,47.76823043823242,1431472
2020-04-01,48.918060302734375,49.68178176879883,47.836116790771484,48.28162384033203,45.276493072509766,1114331
2020-04-02,47.629276275634766,49.68178176879883,47.247413635253906,49.3953857421875,46.32093048095703,1583192
2020-04-03,49.037391662597656,49.443119049072266,46.77008819580078,47.79634094238281,44.8214225769043,1482129
2020-04-06,49.50676345825195,51.09785079956055,48.80668258666992,50.89101028442383,47.72346496582031,993281
2020-04-07,53.078758239746094,53.778839111328125,51.73428726196289,51.77406311035156,48.55155563354492,1146887
2020-04-08,51.789974212646484,56.276851654052734,51.75019836425781,55.40174865722656,51.95345687866211,1599155
2020-04-09,56.404136657714844,57.605411529541016,55.592681884765625,56.7859992980957,53.25154113769531,644213
2020-04-13,56.14956283569336,56.300716400146484,54.789180755615234,55.60063552856445,52.13996505737305,829243
2020-04-14,57.128082275390625,57.79634094238281,55.52108383178711,56.33253860473633,52.82631301879883,771421
2020-04-15,54.59825134277344,56.45982360839844,54.582340240478516,55.497215270996094,52.04297637939453,855011
2020-04-16,55.513126373291016,56.324581146240234,54.407318115234375,55.72792434692383,52.25932693481445,665079
2020-04-17,57.19968032836914,57.223548889160156,55.95067596435547,56.84964370727539,53.31121826171875,871227
2020-04-20,56.06205368041992,56.61097717285156,55.194908142089844,55.314239501953125,51.87138748168945,1033505
2020-04-21,54.081146240234375,55.13922119140625,53.556087493896484,53.61177444458008,50.2748908996582,857023
2020-04-22,54.66189193725586,55.37788391113281,53.79475021362305,53.874305725097656,50.52107620239258,525049
2020-04-23,54.03341293334961,55.00397872924805,53.71519470214844,54.16865539550781,50.7971076965332,907680
